id,name,slug,status,status_slug,category,category_slug,city,city_slug,address,map_link,phone,phone2,email,website,certificate_start,certificate_end,certificate_link,supervisor_name,supervisor_phone,supervisor_email,logo_url,keywords,created_at,updated_at
1885,,coffee-original-company-zhshs-filial-shukr-zhshs,Сертифицированные,sertifikattalgan,Общественное питание,tamaqtanu-oryndary,г. Алматы,almaty-qalasy,"ҚР, Алматы қаласы, Медеу ауданы, Жаркентская көшесі 25.",https://2gis.kz/almaty/branches/70000001026826017/firm/70000001085657379/76.950135%2C43.218805?m=76.893175%2C43.218679%2F11.79,87474553441,,zhanbekovakamila@gmail.com,,,,,Терликбаев Омиржан,,,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/687/a21/865/687a218656daa922041911.jpg'},,[],[]
1884,,coffee-original-company-zhshs-filial-coffee-original-4you,Сертифицированные,sertifikattalgan,Общественное питание,tamaqtanu-oryndary,г. Алматы,almaty-qalasy,"ҚР, Алматы қаласы, Радостовец көшесі, 333А үй",https://2gis.kz/almaty/branches/70000001026826017/firm/70000001098334545/76.895275%2C43.20775?m=76.893175%2C43.218679%2F11.79,87474553441,,zhanbekovakamila@gmail.com,,,,,Терликбаев Омиржан,,,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/687/a21/0c4/687a210c4e0a5069772923.jpg'},,[],[]
1883,,coffee-original-company-zhshs-filial-coffee-original-crystal,Сертифицированные,sertifikattalgan,Общественное питание,tamaqtanu-oryndary,г. Алматы,almaty-qalasy,"ҚР, Алматы қаласы, Абай көшесі, 160 үй, корпус н.п. 2255",https://2gis.kz/almaty/branches/70000001026826017/firm/70000001096798029/76.881857%2C43.2374?m=76.893175%2C43.218679%2F11.79,87474553441,,zhanbekovakamila@gmail.com,,,,,Терликбаев Омиржан,,,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/687/a1f/d3c/687a1fd3c0497029988009.jpg'},,[],[]
1882,,coffee-original-company-zhshs-coffee-original-auezova-zhshs,Сертифицированные,sertifikattalgan,Общественное питание,tamaqtanu-oryndary,г. Алматы,almaty-qalasy,"ҚР, Алматы қаласы, М.Әуезов көшесі, 165.",https://2gis.kz/almaty/branches/70000001026826017/firm/70000001032609883/76.904955%2C43.230409?m=76.893175%2C43.218679%2F11.79,87474553441,,zhanbekovakamila@gmail.com,,,,,Терликбаев Омиржан,,,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/687/a1f/3d0/687a1f3d019aa397327149.jpg'},,[],[]
1881,,coffee-original-company-zhshs-coffee-original-jetisu-zhshs,Сертифицированные,sertifikattalgan,Общественное питание,tamaqtanu-oryndary,г. Алматы,almaty-qalasy,"ҚР, Алматы қаласы, Жетісу-3 ықшам ауданы, 23А",https://2gis.kz/almaty/branches/70000001026826017/firm/70000001067000525/76.844546%2C43.218356?m=76.893175%2C43.218679%2F11.79,87474553441,,zhanbekovakamila@gmail.com,,,,,Терликбаев Омиржан,,,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/687/a1e/cd6/687a1ecd68f8c208330333.jpg'},,[],[]
1880,,coffee-original-company-zhshs-coffee-original-kabanbay-batyr-zhshs,Сертифицированные,sertifikattalgan,Общественное питание,tamaqtanu-oryndary,г. Алматы,almaty-qalasy,"Алматы қаласы, Н.Гоголь көшесі, 75.",https://2gis.kz/almaty/branches/70000001026826017/firm/70000001069165616/76.948573%2C43.260445?m=76.893175%2C43.218679%2F11.79,87474553441,,zhanbekovakamila@gmail.com,,,,,Терликбаев Омиржан,,,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/687/a1d/f97/687a1df977edb221652683.jpg'},,[],[]
1879,,coffee-original-company-zhshs-filial-coffee-original-tole-bi-zhshs,Сертифицированные,sertifikattalgan,Общественное питание,tamaqtanu-oryndary,г. Алматы,almaty-qalasy,"ҚР, Алматы қаласы, Төле би көшесі, 185",https://2gis.kz/almaty/branches/70000001026826017/firm/70000001080676519/76.901318%2C43.252107?m=76.893175%2C43.218404%2F11.79,87474553441,,zhanbekovakamila@gmail.com,,,,,Терликбаев Омиржан,,,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/687/a1d/220/687a1d220bcdd575289984.jpg'},,[],[]
1878,,coffee-original-company-zhshs-filial-coffee-original-khan-tengri-zhshs,Сертифицированные,sertifikattalgan,Общественное питание,tamaqtanu-oryndary,г. Алматы,almaty-qalasy,"ҚР, Алматы қаласы, Кенесары Хан көшесі, 32г/1",https://2gis.kz/almaty/branches/70000001026826017/firm/70000001083330809/76.8725%2C43.171063?m=76.893175%2C43.218404%2F11.79,87474553441,,zhanbekovakamila@gmail.com,,,,,Терликбаев Омиржан,,,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/687/a1b/ab1/687a1bab18ef3155940113.jpg'},,[],[]
1877,,coffee-original-company-zhshs-filial-coffee-original-meridian-zhshs,Сертифицированные,sertifikattalgan,Общественное питание,tamaqtanu-oryndary,г. Алматы,almaty-qalasy,"ҚР, Алматы қаласы, С.Сейфуллин көшесі 416, корпус 2",https://2gis.kz/almaty/branches/70000001026826017/firm/70000001095601458/76.931831%2C43.264395?m=76.893175%2C43.218404%2F11.79,87474553441,,zhanbekovakamila@gmail.com,,,,,Терликбаев Омиржан,,,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/687/a1b/177/687a1b177ff69193708864.jpg'},,[],[]
1876,,coffee-original-company-zhshs-filial-coffee-original-zhandosova-zhshs,Сертифицированные,sertifikattalgan,Общественное питание,tamaqtanu-oryndary,г. Алматы,almaty-qalasy,"ҚР, Алматы қаласы, Жандосов көшесі, 58/1",https://2gis.kz/almaty/branches/70000001026826017/firm/70000001093493661/76.896978%2C43.230705?m=76.893175%2C43.218404%2F11.79,87474553441,,zhanbekovakamila@gmail.com,,,,,Терликбаев Омиржан,,,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/687/a1a/3ca/687a1a3caa201657296936.jpg'},,[],[]
1875,,coffee-original-company-zhshs-filial-coffee-original-alem-zhshs,Сертифицированные,sertifikattalgan,Общественное питание,tamaqtanu-oryndary,г. Алматы,almaty-qalasy,"Алматы қаласы,Шұғылы ш.а, 340/33 үй, 78",https://2gis.kz/almaty/branches/70000001026826017/firm/70000001095601395/76.78855%2C43.212485?m=76.893175%2C43.218404%2F11.79,87474553441,,zhanbekovakamila@gmail.com,,,,,Терликбаев Омиржан,,,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/687/a19/cd0/687a19cd009bf564262314.jpg'},,[],[]
1874,,lengerskoe-nostalgiya-zhshs,Сертифицированные,sertifikattalgan,Полуфабрикаты,muzdatylgan-zhartylaj-dajyn-onimderi,Туркестанская обл.,turkistan-oblysy,,,8 725 474 13 67,,lengerskoe.kz@list.ru,,,,,Мұстафа Калджанович,‪+7 771 634 8484‬,,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/687/a18/5bc/687a185bc4353964616897.png'},,[],[]
1873,,smq-yzdar-mektep-internaty-zhshs,Сертифицированные,sertifikattalgan,Школьная столовая,mektep-ashanasy,г. Астана,nur-sultan-qalasy,"Астана қаласы, Н.Тілендиев, 2/3",https://2gis.kz/astana/firm/70000001076905788?m=71.38871%2C51.180472%2F16,87477359535,,smq.astana@gmail.com,,,,,Дулат Қадырұлы,,,https://halaldamu.kz{'path': None},,[],[]
1872,,salam-bro-baitursynova-zhk,Сертифицированные,sertifikattalgan,Общественное питание,tamaqtanu-oryndary,г. Чимкент,shymkent-qalasy,"Шымкент қаласы, Байтұрсынов, 18",https://2gis.kz/shymkent/search/SALAM%20Bro/firm/70000001080038293/69.595618%2C42.323587?m=69.587036%2C42.316963%2F10.59,8 778 995 74 83,,batyrbek.bektashev01@gmail.com,,,,,Сарыбаев Қазбек,8 701 351 09 38,kazybek-kaz@mail.ru,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/687/4b1/bf7/6874b1bf7711a492855548.png'},,[],[]
1871,,aqmol-2025-zhshs,Сертифицированные,sertifikattalgan,Напиток,susyn,Жамбылская обл.,zhambyl-oblysy,,,8 775 549 38 77,,aqmol2025@mail.ru,,,,,Аблайхан Кәріпбаев,8 702 732 00 42,medrese_hibatulla@mail.ru,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/687/4b0/f54/6874b0f54ed82700360815.jpg'},,[],[]
1870,,medina-global-trade-zhshsfcbsdgs,Сертифицированные,sertifikattalgan,Профилактика,profilaktika,г. Алматы,almaty-qalasy,,,8 778 568 08 08,,tugelbek.a@mail.ru,,,,,Терликбаев Омиржан,,,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/688/746/f17/688746f1769d8629555835.jpeg'},,[],[]
1869,,rajbekov-zhk,Сертифицированные,sertifikattalgan,Общественное питание,tamaqtanu-oryndary,г. Чимкент,shymkent-qalasy,"Шымкент қаласы, Желтоқсан көшесі, 61",https://2gis.kz/shymkent/branches/70000001025944561/firm/70000001075185360/69.604596%2C42.322753?m=69.587036%2C42.31641%2F10.79,8 702 930 36 33,,,,,,,Сарыбаев Қазбек,8 701 351 09 38,kazybek-kaz@mail.ru,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/687/4ae/e75/6874aee75975b315604540.jpg'},,[],[]
1868,,qazaqstan-qytai-halal-kespesi-zhshs,Сертифицированные,sertifikattalgan,Общественное питание,tamaqtanu-oryndary,г. Астана,nur-sultan-qalasy,"Астана қаласы, Қабанбай батыр даңғылы 58Б, корпус 5",https://2gis.kz/astana/firm/70000001101960091?m=71.409002%2C51.095046%2F16,8 702 930 36 33,,,,,,,Дулат Қадырұлы,,,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/687/4ae/1ac/6874ae1ac826d024777388.jpg'},,[],[]
1867,,tulekeev-zhkidfnjsgl,Сертифицированные,sertifikattalgan,Общественное питание,tamaqtanu-oryndary,г. Чимкент,shymkent-qalasy,"Шымкент қаласы, Тәуке хан, 41.",https://2gis.kz/shymkent/branches/70000001025907743/firm/70000001094089864/69.606025%2C42.316467?m=69.587036%2C42.31641%2F10.79,8707 741 00 39,,,,,,,Сарыбаев Қазбек,8 701 351 09 38,kazybek-kaz@mail.ru,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/687/4ac/7a4/6874ac7a46e7b474378505.jpg'},,[],[]
1866,,tulekeev-zhkkduidfhbj,Сертифицированные,sertifikattalgan,Общественное питание,tamaqtanu-oryndary,г. Чимкент,shymkent-qalasy,"Шымкент қаласы, Б.Момышұлы көшесі, 6.",https://2gis.kz/shymkent/branches/70000001025907743/firm/70000001025907744/69.58951%2C42.318371?m=69.587036%2C42.31641%2F10.79,8707 741 00 39,,,,,,,Терликбаев Омиржан,,,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/687/4ab/1d0/6874ab1d0b754214327913.jpg'},,[],[]
1865,,mahash-zhklfdhbuysg,Сертифицированные,sertifikattalgan,Общественное питание,tamaqtanu-oryndary,г. Чимкент,shymkent-qalasy,"ҚР, Шымкент қаласы, Н.Назарбаев даңғылы, 172/2.",https://2gis.kz/shymkent/branches/70000001025907743/firm/70000001095871882/69.63584%2C42.361997?m=69.587036%2C42.31641%2F10.79,8707 741 00 39,,,,,,,Сарыбаев Қазбек,8 701 351 09 38,kazybek-kaz@mail.ru,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/687/4aa/5e6/6874aa5e68808725407875.jpg'},,[],[]
1864,,mahash-zhkldhbdg,Сертифицированные,sertifikattalgan,Общественное питание,tamaqtanu-oryndary,г. Чимкент,shymkent-qalasy,"Шымкент қаласы, Т.Рысқұлов көшесі, 49а.",https://2gis.kz/shymkent/branches/70000001025907743/firm/70000001035308808/69.639822%2C42.339301?m=69.587036%2C42.31641%2F10.79,8707 741 00 39,,,,,,,Сарыбаев Қазбек,8 701 351 09 38,kazybek-kaz@mail.ru,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/687/4aa/0c5/6874aa0c5ec19578414820.jpg'},,[],[]
1863,,mirza-zhkklbjbk,Сертифицированные,sertifikattalgan,Общественное питание,tamaqtanu-oryndary,г. Чимкент,shymkent-qalasy,"Шымкент қаласы, Ж.Тәшенов көшесі, 11/11.",https://2gis.kz/shymkent/branches/70000001025907743/firm/70000001079277044/69.603703%2C42.310641?m=69.587036%2C42.31641%2F10.79,8707 741 00 39,,,,,,,Сарыбаев Қазбек,8 701 351 09 38,kazybek-kaz@mail.ru,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/687/4a5/d7e/6874a5d7e3e33879407495.jpg'},,[],[]
1862,,mirza-zhkmkhfd,Сертифицированные,sertifikattalgan,Общественное питание,tamaqtanu-oryndary,г. Чимкент,shymkent-qalasy,"Шымкент қаласы, Елшібек батыр, 114.",https://2gis.kz/shymkent/branches/70000001025907743/firm/70000001026014895/69.635584%2C42.324197?m=69.587036%2C42.31641%2F10.79,8707 741 00 39,,,,,,,Сарыбаев Қазбек,8 701 351 09 38,kazybek-kaz@mail.ru,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/687/4a4/39b/6874a439bdb8c547874095.jpg'},,[],[]
1861,,tulekeev-zhk,Сертифицированные,sertifikattalgan,Общественное питание,tamaqtanu-oryndary,г. Чимкент,shymkent-qalasy,,,8707 741 00 39,,,,,,,Терликбаев Омиржан,,,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/687/4a3/d53/6874a3d531527041868886.jpg'},,[],[]
1860,,zhandauletov-zhkfgtrhsrh,Сертифицированные,sertifikattalgan,Общественное питание,tamaqtanu-oryndary,Мангистауская обл.,mangystau-oblysy,"Ақтау қаласы, 31a ы.а.",https://2gis.kz/aktau/branches/70000001081141736/firm/70000001081141737/51.175986%2C43.681664?m=51.168271%2C43.640563%2F10.17,8 776003 55 00,,zhandauletov362@mail.ru,,,,,Іздібай Бегенұлы,+7 775 603 21 90,izdibay-90@mail.ru,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/686/f76/4fc/686f764fc7024128229504.jpg'},,[],[]
1859,,zhandauletov-zhknmfhjd,Сертифицированные,sertifikattalgan,Общественное питание,tamaqtanu-oryndary,Мангистауская обл.,mangystau-oblysy,"Ақтау қаласы, 2-43 ы.а",https://2gis.kz/aktau/branches/70000001081141736/firm/70000001082456378/51.16694%2C43.639466?m=51.168271%2C43.638269%2F10.38,8 776003 55 00,,zhandauletov362@mail.ru,,,,,Іздібай Бегенұлы,+7 775 603 21 90,izdibay-90@mail.ru,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/686/f75/b38/686f75b388a0b660974649.jpg'},,[],[]
1858,,zhandauletov-zhkklkjcdfx,Сертифицированные,sertifikattalgan,Общественное питание,tamaqtanu-oryndary,Мангистауская обл.,mangystau-oblysy,"Ақтау қаласы, 12-40 ы.а.",https://2gis.kz/aktau/search/DonerMax/firm/70000001028395712/51.152119%2C43.665318?m=51.168271%2C43.636555%2F10.59,8 776003 55 00,,zhandauletov362@mail.ru,,,,,Іздібай Бегенұлы,+7 775 603 21 90,izdibay-90@mail.ru,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/686/f74/e0e/686f74e0e95b5934898702.jpg'},,[],[]
1857,,zhandauletov-zhk,Сертифицированные,sertifikattalgan,Общественное питание,tamaqtanu-oryndary,Мангистауская обл.,mangystau-oblysy,"Ақтау қаласы, 12-32 ы.а",https://2gis.kz/aktau/branches/70000001081141736/firm/70000001081141737/51.175986%2C43.681664?m=51.168271%2C43.636003%2F10.79,8 776003 55 00,,zhandauletov362@mail.ru,,,,,Іздібай Бегенұлы,+7 775 603 21 90,izdibay-90@mail.ru,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/686/f74/293/686f742938a76823347899.jpg'},,[],[]
1856,,my-sport-zhshs,Сертифицированные,sertifikattalgan,Общественное питание,tamaqtanu-oryndary,г. Астана,nur-sultan-qalasy,,,8 701 888 75 23,,togobity@icloud.com,,,,,Дулат Қадырұлы,,,https://halaldamu.kz{'path': None},,[],[]
1855,,moldabaeva-zhk,Сертифицированные,sertifikattalgan,Общественное питание,tamaqtanu-oryndary,г. Алматы,almaty-qalasy,"Алматы қаласы, Луганский көшесі, 19",https://2gis.kz/almaty/firm/70000001045489439?m=76.960203%2C43.239274%2F16,8 707 808 00 74,,kairatovna_rg@gmail.com,,,,,Терликбаев Омиржан,,,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/686/f72/9d0/686f729d07fed569043856.jpg'},,[],[]
1854,,modern-ritejl-zhshsdfsdg,Сертифицированные,sertifikattalgan,Профилактика,profilaktika,г. Алматы,almaty-qalasy,,,8 701 959 66 66  /   8 705 655 64 61,,nazym@modernretail.kz,,,,,Терликбаев Омиржан,,,https://halaldamu.kz{'path': None},,[],[]
1853,,modern-ritejl-zhshsolk,Сертифицированные,sertifikattalgan,Полуфабрикаты,muzdatylgan-zhartylaj-dajyn-onimderi,г. Алматы,almaty-qalasy,,,8 701 959 66 66  /   8 705 655 64 61,,nazym@modernretail.kz,,,,,Терликбаев Омиржан,,,https://halaldamu.kz{'path': None},,[],[]
1852,,modern-ritejl-zhshshfdj,Сертифицированные,sertifikattalgan,Полуфабрикаты,muzdatylgan-zhartylaj-dajyn-onimderi,г. Алматы,almaty-qalasy,,,8 701 959 66 66            8 705 655 64 61,,nazym@modernretail.kz,,,,,Терликбаев Омиржан,,,https://halaldamu.kz{'path': None},,[],[]
